N_Epochs;N_games;memory_size;batch_size;gamma;lr;anneal_lr;epsilon;entropy_coef;value_loss_coef;relevant_segments;done_after_collision;model_arch
4;5000;40;8;0.7;0.00075;True;-1;0.01;0.5;0;True;normal

step;episode;value;action[-10°];action[-5°];action[0°];action[5°];action[10°];reward;collision_status;length_ratio
5;1331;0.73;0.05;0.28;0.28;0.08;0.31;0.06;0;0
6;1331;0.73;0.03;0.84;0.1;0.01;0.02;0.03;0;0
7;1331;0.91;0.0;0.01;0.0;0.01;0.97;1;1;0
1;1332;1.19;0.02;0.13;0.2;0.11;0.54;0.1;0;0
2;1332;1.22;0.0;0.01;0.0;0.0;0.98;1;1;0
1;1333;0.59;0.0;0.02;0.91;0.05;0.02;0.13;0;0
2;1333;0.57;0.06;0.31;0.2;0.25;0.19;0.03;0;0
3;1333;0.47;0.06;0.32;0.51;0.04;0.06;0.03;0;0
4;1333;0.5;0.04;0.75;0.2;0.01;0.01;0.03;0;0
5;1333;0.59;0.14;0.19;0.36;0.15;0.17;0.07;0;0
1;1334;0.64;0.04;0.47;0.41;0.06;0.02;0.04;0;0
2;1334;0.74;0.13;0.19;0.29;0.29;0.1;0.02;0;0
3;1334;0.84;0.01;0.04;0.82;0.1;0.03;0.13;0;0
4;1334;0.81;0.61;0.07;0.22;0.09;0.02;0.02;0;0
5;1334;0.84;0.61;0.03;0.23;0.1;0.04;0.02;0;0
1;1335;0.51;0.25;0.35;0.12;0.14;0.15;0.02;0;0
2;1335;0.52;0.03;0.05;0.52;0.15;0.24;0.02;0;0
1;1336;0.34;0.07;0.32;0.12;0.28;0.22;0.02;0;0
2;1336;0.41;0.04;0.48;0.15;0.11;0.22;0.02;0;0
3;1336;0.47;0.02;0.13;0.2;0.09;0.56;0.02;0;0
1;1337;0.82;0.45;0.04;0.21;0.13;0.16;0.09;0;0
2;1337;0.74;0.02;0.01;0.18;0.73;0.06;0.08;0;0
3;1337;0.66;0.14;0.03;0.16;0.06;0.61;0.02;0;0
4;1337;0.69;0.16;0.11;0.7;0.02;0.01;0.03;0;0
5;1337;0.69;0.11;0.04;0.78;0.04;0.02;0.11;0;0
6;1337;0.89;0.37;0.12;0.3;0.15;0.05;0.04;0;0
7;1337;0.93;0.01;0.01;0.91;0.05;0.01;0.19;0;0
8;1337;1.12;0.87;0.02;0.06;0.04;0.01;1;1;0
1;1338;0.61;0.24;0.2;0.17;0.19;0.21;0.06;0;0
2;1338;0.65;0.38;0.15;0.14;0.16;0.17;0.03;0;0
3;1338;0.79;0.66;0.03;0.11;0.06;0.14;0.02;0;0
4;1338;0.7;0.07;0.05;0.11;0.11;0.66;0.03;0;0
1;1339;0.58;0.03;0.15;0.31;0.05;0.47;0.07;0;0
1;1340;0.8;0.03;0.1;0.28;0.04;0.55;0.02;0;0
2;1340;0.83;0.03;0.4;0.42;0.04;0.11;0.05;0;0
3;1340;0.78;0.01;0.1;0.23;0.44;0.21;0.08;0;0
4;1340;0.85;0.01;0.12;0.03;0.06;0.77;1;1;0
1;1341;0.59;0.02;0.06;0.41;0.14;0.38;0.05;0;0
2;1341;0.62;0.03;0.02;0.74;0.08;0.14;0.07;0;0
3;1341;0.39;0.12;0.18;0.36;0.18;0.17;0.05;0;0
1;1342;1.5;0.49;0.15;0.21;0.05;0.09;0.07;0;0
2;1342;1.39;0.83;0.03;0.08;0.01;0.04;0.17;0;0
3;1342;1.42;0.9;0.06;0.03;0.01;0.0;1;1;0
1;1343;0.56;0.04;0.07;0.03;0.28;0.59;0.08;0;0
2;1343;0.74;0.0;0.0;0.0;0.0;1.0;0.08;0;0
3;1343;0.5;0.03;0.15;0.03;0.1;0.7;0.08;0;0
4;1343;0.5;0.01;0.04;0.0;0.03;0.93;0.07;0;0
5;1343;0.4;0.0;0.0;0.0;0.0;0.99;0.04;0;0
1;1344;0.41;0.23;0.11;0.11;0.09;0.46;0.01;0;0
2;1344;0.43;0.11;0.17;0.41;0.23;0.09;0.06;0;0
3;1344;0.65;0.05;0.09;0.46;0.31;0.1;0.09;0;0
4;1344;0.62;0.05;0.04;0.05;0.51;0.36;0.07;0;0
1;1345;0.53;0.11;0.02;0.62;0.24;0.02;0.05;0;0
2;1345;0.52;0.02;0.05;0.61;0.12;0.21;0.07;0;0
1;1346;1.19;0.38;0.03;0.49;0.11;0.0;0.22;0;0
2;1346;1.43;0.69;0.03;0.21;0.06;0.01;0.25;0;0
3;1346;1.0;0.59;0.06;0.28;0.07;0.01;0.14;0;0
4;1346;0.75;0.5;0.45;0.04;0.01;0.0;0.08;0;0
5;1346;0.61;0.06;0.76;0.1;0.07;0.0;0.05;0;0
6;1346;0.53;0.11;0.04;0.3;0.51;0.05;0.03;0;0
7;1346;0.51;0.01;0.01;0.04;0.92;0.02;0.05;0;0
1;1347;0.83;0.12;0.21;0.62;0.03;0.03;0.09;0;0
2;1347;0.92;0.13;0.01;0.75;0.03;0.08;0.1;0;0
3;1347;0.95;0.18;0.02;0.42;0.03;0.35;0.05;0;0
4;1347;0.96;0.09;0.03;0.87;0.01;0.0;0.1;0;0
5;1347;0.97;0.06;0.01;0.91;0.01;0.01;0.11;0;0
6;1347;1.17;0.29;0.05;0.58;0.06;0.02;0.02;0;0
7;1347;1.2;0.01;0.0;0.97;0.01;0.0;0.19;0;0
8;1347;1.4;0.87;0.01;0.1;0.02;0.0;1;1;0
1;1348;1.27;0.0;0.01;0.05;0.04;0.9;1;1;0
1;1349;1.52;0.77;0.08;0.04;0.02;0.09;1;1;0
1;1350;1.74;0.87;0.02;0.08;0.03;0.0;0.14;0;0
2;1350;1.51;0.75;0.06;0.14;0.04;0.02;1;1;0
1;1351;1.19;0.0;0.0;0.0;0.0;1.0;1;1;0
1;1352;1.45;0.58;0.28;0.07;0.03;0.04;1;1;0
1;1353;2.02;0.13;0.44;0.39;0.01;0.03;0.02;0;0
2;1353;1.92;0.08;0.27;0.6;0.03;0.02;0.06;0;0
3;1353;1.93;0.04;0.19;0.72;0.03;0.02;0.02;0;0
4;1353;0.85;0.03;0.04;0.08;0.63;0.23;0.11;0;0
5;1353;-0.06;0.04;0.04;0.82;0.08;0.02;0.17;0;0
6;1353;-0.46;0.08;0.18;0.29;0.28;0.17;0.05;0;0
7;1353;-0.4;0.04;0.21;0.48;0.15;0.12;0.19;0;0
8;1353;0.72;0.14;0.09;0.15;0.61;0.02;0.07;0;0
9;1353;0.72;0.43;0.01;0.3;0.2;0.06;0.02;0;0
10;1353;0.59;0.13;0.1;0.43;0.16;0.18;0.08;0;0
1;1354;0.74;0.01;0.04;0.36;0.08;0.52;0.06;0;0
2;1354;0.78;0.01;0.01;0.25;0.69;0.04;0.08;0;0
3;1354;0.72;0.09;0.07;0.28;0.07;0.48;0.1;0;0
4;1354;0.74;0.07;0.15;0.76;0.02;0.01;0.1;0;0
5;1354;0.75;0.05;0.05;0.86;0.03;0.01;0.11;0;0
6;1354;0.94;0.24;0.18;0.42;0.13;0.02;0.13;0;0
7;1354;0.98;0.01;0.02;0.92;0.04;0.01;0.19;0;0
8;1354;1.17;0.91;0.02;0.05;0.02;0.0;1;1;0
1;1355;0.51;0.11;0.08;0.22;0.26;0.32;0.01;0;0
2;1355;0.73;0.21;0.11;0.13;0.19;0.36;0.08;0;0
3;1355;0.72;0.0;0.0;0.0;0.03;0.96;0.06;0;0
4;1355;0.57;0.03;0.02;0.05;0.06;0.85;0.05;0;0
1;1356;0.22;0.06;0.05;0.09;0.06;0.74;0.04;0;0
2;1356;0.65;0.01;0.02;0.04;0.06;0.87;0.04;0;0
3;1356;0.7;0.01;0.01;0.04;0.01;0.93;0.06;0;0
4;1356;0.76;0.01;0.01;0.15;0.75;0.08;0.11;0;0
5;1356;0.68;0.05;0.05;0.12;0.06;0.72;0.05;0;0
6;1356;0.7;0.07;0.2;0.68;0.02;0.02;0.1;0;0
7;1356;0.71;0.05;0.07;0.8;0.04;0.03;0.11;0;0
8;1356;0.9;0.22;0.21;0.33;0.18;0.06;0.13;0;0
9;1356;0.93;0.01;0.02;0.89;0.06;0.02;0.12;0;0
10;1356;1.15;0.89;0.02;0.06;0.03;0.0;1;1;0
1;1357;0.85;0.02;0.03;0.78;0.11;0.07;0.1;0;0
2;1357;0.69;0.05;0.19;0.63;0.02;0.11;0.12;0;0
3;1357;0.7;0.01;0.01;0.01;0.02;0.93;0.05;0;0
4;1357;0.7;0.02;0.02;0.04;0.08;0.84;0.05;0;0
1;1358;0.47;0.04;0.03;0.59;0.23;0.1;0.04;0;0
2;1358;0.48;0.05;0.03;0.74;0.11;0.07;0.03;0;0
3;1358;0.5;0.04;0.04;0.73;0.07;0.12;1;1;0
1;1359;0.99;0.04;0.05;0.3;0.03;0.58;0.25;0;0
2;1359;1.0;0.01;0.14;0.05;0.03;0.78;1;1;0
1;1360;0.91;0.02;0.05;0.68;0.17;0.07;0.14;0;0
2;1360;0.69;0.43;0.07;0.33;0.14;0.04;0.12;0;0
1;1361;0.34;0.16;0.2;0.4;0.19;0.06;0.08;0;0
2;1361;0.56;0.0;0.01;0.01;0.02;0.96;1;1;0
1;1362;0.42;0.34;0.34;0.21;0.09;0.03;0.02;0;0
2;1362;0.43;0.05;0.03;0.86;0.05;0.0;0.08;0;0
3;1362;0.61;0.1;0.08;0.43;0.35;0.03;0.13;0;0
4;1362;0.51;0.04;0.03;0.88;0.04;0.01;0.17;0;0
1;1363;0.58;0.26;0.24;0.4;0.08;0.02;0.08;0;0
2;1363;0.63;0.08;0.11;0.69;0.11;0.02;0.03;0;0
3;1363;0.62;0.34;0.02;0.3;0.3;0.04;0.1;0;0
4;1363;0.55;0.55;0.12;0.12;0.2;0.01;0.04;0;0
5;1363;0.56;0.0;0.03;0.02;0.01;0.94;0.07;0;0
1;1364;0.15;0.17;0.05;0.07;0.36;0.34;0.02;0;0
2;1364;0.2;0.08;0.03;0.02;0.07;0.81;0.06;0;0
3;1364;0.45;0.97;0.01;0.0;0.01;0.01;1;1;0
1;1365;0.48;0.12;0.08;0.44;0.21;0.15;0.09;0;0
2;1365;0.4;0.05;0.06;0.49;0.22;0.19;0.02;0;0
3;1365;0.48;0.24;0.07;0.16;0.17;0.36;0.06;0;0
4;1365;0.5;0.78;0.02;0.08;0.07;0.04;0.02;0;0
5;1365;0.49;0.12;0.06;0.07;0.23;0.52;0.04;0;0
1;1366;0.58;0.11;0.32;0.54;0.03;0.0;0.06;0;0
2;1366;0.64;0.05;0.04;0.87;0.04;0.0;0.01;0;0
3;1366;0.78;0.11;0.12;0.46;0.29;0.01;0.02;0;0
4;1366;0.66;0.02;0.02;0.94;0.01;0.0;0.17;0;0
5;1366;0.74;0.2;0.31;0.28;0.2;0.01;0.19;0;0
6;1366;0.71;0.05;0.11;0.74;0.09;0.01;0.19;0;0
7;1366;0.58;0.4;0.04;0.15;0.4;0.01;0.02;0;0
1;1367;0.65;0.0;0.01;0.01;0.02;0.96;0.09;0;0
2;1367;0.64;0.02;0.04;0.05;0.21;0.68;0.09;0;0
3;1367;0.52;0.04;0.15;0.2;0.35;0.26;0.07;0;0
4;1367;0.44;0.15;0.12;0.4;0.32;0.03;0.02;0;0
1;1368;0.76;0.13;0.06;0.39;0.34;0.09;0.03;0;0
2;1368;0.94;0.02;0.04;0.02;0.45;0.48;1;1;0
1;1369;0.32;0.16;0.06;0.19;0.45;0.14;0.03;0;0
2;1369;0.44;0.1;0.15;0.2;0.36;0.18;0.15;0;0
3;1369;0.53;0.37;0.18;0.07;0.2;0.18;0.12;0;0
4;1369;0.39;0.01;0.03;0.75;0.03;0.19;0.13;0;0
5;1369;0.35;0.01;0.01;0.01;0.04;0.93;0.07;0;0
6;1369;0.38;0.1;0.15;0.27;0.04;0.44;0.09;0;0
7;1369;0.38;0.25;0.38;0.19;0.06;0.11;0.05;0;0
8;1369;0.36;0.19;0.07;0.03;0.21;0.5;0.02;0;0
1;1370;0.35;0.26;0.09;0.43;0.09;0.12;0.08;0;0
2;1370;0.35;0.11;0.03;0.35;0.29;0.22;0.05;0;0
3;1370;0.43;0.25;0.05;0.37;0.33;0.0;0.05;0;0
1;1371;0.79;0.0;0.01;0.01;0.03;0.94;0.15;0;0
2;1371;0.5;0.01;0.03;0.09;0.14;0.72;1;1;0
1;1372;1.2;0.04;0.05;0.43;0.12;0.36;0.22;0;0
2;1372;0.81;0.05;0.07;0.71;0.11;0.07;0.13;0;0
3;1372;0.76;0.02;0.06;0.71;0.03;0.17;0.12;0;0
4;1372;0.95;0.02;0.05;0.02;0.41;0.5;1;1;0
1;1373;0.85;0.0;0.02;0.01;0.03;0.94;1;1;0
1;1374;0.97;0.07;0.01;0.02;0.08;0.83;0.09;0;0
2;1374;0.78;0.35;0.08;0.08;0.04;0.45;0.09;0;0
3;1374;0.54;0.0;0.01;0.17;0.01;0.81;0.07;0;0
4;1374;0.53;0.0;0.0;0.0;0.0;0.99;0.07;0;0
5;1374;0.53;0.01;0.02;0.05;0.01;0.92;0.02;0;0
6;1374;0.55;0.04;0.16;0.05;0.03;0.72;0.05;0;0
7;1374;0.95;0.0;0.01;0.0;0.12;0.86;1;1;0
1;1375;0.05;0.32;0.11;0.2;0.23;0.15;0.02;0;0
2;1375;0.03;0.52;0.07;0.13;0.22;0.07;0.01;0;0
3;1375;0.07;0.32;0.04;0.29;0.34;0.02;0.06;0;0
4;1375;0.16;0.12;0.04;0.55;0.16;0.14;0.08;0;0
5;1375;0.29;0.06;0.08;0.38;0.22;0.25;0.06;0;0
6;1375;0.31;0.13;0.07;0.33;0.12;0.34;0.06;0;0
7;1375;0.3;0.61;0.08;0.12;0.09;0.1;0.02;0;0
8;1375;0.37;0.1;0.11;0.19;0.32;0.28;0.05;0;0
1;1376;0.77;0.33;0.31;0.24;0.05;0.08;1;1;0
1;1377;0.52;0.26;0.33;0.36;0.03;0.03;0.02;0;0
2;1377;0.64;0.21;0.12;0.41;0.05;0.21;0.11;0;0
3;1377;0.76;0.05;0.05;0.11;0.09;0.69;0.07;0;0
4;1377;0.89;0.02;0.04;0.87;0.02;0.05;0.19;0;0
5;1377;1.01;0.9;0.04;0.05;0.01;0.0;1;1;0
1;1378;0.73;0.14;0.12;0.32;0.18;0.24;0.14;0;0
2;1378;0.75;0.0;0.02;0.01;0.0;0.97;1;1;0
1;1379;0.49;0.12;0.15;0.13;0.22;0.39;0.03;0;0
2;1379;0.48;0.17;0.14;0.16;0.2;0.33;0.04;0;0
3;1379;0.39;0.25;0.35;0.31;0.07;0.02;0.06;0;0
1;1380;1.17;0.4;0.07;0.3;0.22;0.0;0.03;0;0
2;1380;1.14;0.27;0.31;0.2;0.2;0.01;0.12;0;0
3;1380;1.16;0.24;0.49;0.22;0.03;0.02;1;1;0
1;1381;0.48;0.06;0.06;0.16;0.08;0.64;0.05;0;0
2;1381;0.54;0.12;0.35;0.19;0.05;0.28;0.05;0;0
3;1381;0.93;0.01;0.04;0.02;0.34;0.58;1;1;0
1;1382;0.58;0.28;0.06;0.22;0.34;0.1;0.02;0;0
2;1382;0.7;0.18;0.15;0.25;0.28;0.14;0.06;0;0
3;1382;0.78;0.54;0.14;0.07;0.14;0.12;0.05;0;0
4;1382;0.67;0.01;0.03;0.83;0.02;0.12;0.13;0;0
1;1383;0.41;0.14;0.04;0.27;0.34;0.21;0.07;0;0
2;1383;0.53;0.38;0.02;0.24;0.31;0.05;0.02;0;0
3;1383;0.53;0.21;0.18;0.13;0.35;0.13;0.05;0;0
4;1383;0.51;0.26;0.36;0.17;0.13;0.09;0.14;0;0
1;1384;0.34;0.1;0.08;0.3;0.36;0.16;0.05;0;0
2;1384;0.44;0.16;0.09;0.38;0.21;0.15;0.07;0;0
1;1385;0.41;0.23;0.18;0.12;0.35;0.12;0.09;0;0
2;1385;0.38;0.29;0.32;0.16;0.14;0.1;0.03;0;0
3;1385;0.4;0.18;0.22;0.22;0.3;0.07;0.09;0;0
1;1386;-0.14;0.0;0.01;0.0;0.01;0.98;0.03;0;0
2;1386;-0.17;0.0;0.0;0.0;0.0;0.99;0.04;0;0
3;1386;0.01;0.0;0.0;0.0;0.0;1.0;0.04;0;0
4;1386;0.12;0.0;0.0;0.0;0.0;1.0;0.06;0;0
5;1386;0.31;0.0;0.0;0.01;0.07;0.92;0.06;0;0
6;1386;0.44;0.04;0.07;0.04;0.51;0.34;0.05;0;0
7;1386;0.57;0.22;0.06;0.47;0.1;0.14;0.02;0;0
8;1386;0.71;0.18;0.11;0.37;0.06;0.28;0.11;0;0
9;1386;0.84;0.04;0.04;0.08;0.08;0.76;0.07;0;0
10;1386;0.97;0.01;0.04;0.85;0.02;0.07;0.19;0;0
11;1386;1.07;0.89;0.04;0.06;0.01;0.0;1;1;0
1;1387;0.41;0.0;0.0;0.0;0.01;0.99;0.08;0;0
2;1387;0.21;0.0;0.0;0.0;0.0;1.0;0.04;0;0
3;1387;0.33;0.47;0.1;0.02;0.19;0.22;0.03;0;0
1;1388;0.61;0.33;0.03;0.34;0.28;0.01;0.11;0;0
2;1388;0.58;0.27;0.01;0.07;0.64;0.01;0.11;0;0
3;1388;0.49;0.28;0.18;0.15;0.38;0.01;0.12;0;0
4;1388;0.48;0.49;0.33;0.14;0.03;0.01;1;1;0
1;1389;1.02;0.01;0.01;0.03;0.79;0.14;0.07;0;0
2;1389;1.14;0.0;0.01;0.0;0.0;0.99;1;1;0
1;1390;0.84;0.59;0.24;0.07;0.1;0.0;0.02;0;0
2;1390;0.64;0.13;0.19;0.63;0.04;0.01;0.12;0;0
3;1390;0.76;0.03;0.16;0.79;0.01;0.0;0.13;0;0
4;1390;0.74;0.33;0.03;0.1;0.53;0.01;0.08;0;0
5;1390;0.67;0.17;0.19;0.48;0.12;0.04;0.19;0;0
6;1390;0.56;0.15;0.42;0.27;0.15;0.01;0.05;0;0
7;1390;0.42;0.05;0.07;0.8;0.06;0.02;0.13;0;0
8;1390;0.49;0.09;0.1;0.3;0.43;0.08;0.02;0;0
9;1390;0.41;0.05;0.06;0.84;0.05;0.0;0.01;0;0
10;1390;0.46;0.14;0.36;0.08;0.07;0.34;0.03;0;0
1;1391;0.45;0.0;0.0;0.01;0.25;0.74;0.06;0;0
2;1391;0.42;0.5;0.06;0.22;0.21;0.01;0.01;0;0
1;1392;0.81;0.07;0.02;0.02;0.84;0.04;0.22;0;0
2;1392;0.68;0.13;0.06;0.29;0.08;0.44;0.09;0;0
3;1392;0.47;0.16;0.07;0.62;0.14;0.02;0.02;0;0
1;1393;0.68;0.27;0.07;0.35;0.28;0.03;0.04;0;0
2;1393;0.75;0.21;0.04;0.51;0.23;0.0;0.06;0;0
3;1393;0.8;0.1;0.04;0.65;0.16;0.04;0.07;0;0
4;1393;0.82;0.05;0.02;0.87;0.05;0.01;0.09;0;0
5;1393;0.97;0.13;0.08;0.56;0.12;0.12;0.19;0;0
6;1393;1.3;0.82;0.06;0.1;0.01;0.01;1;1;0
1;1394;0.22;0.03;0.06;0.02;0.08;0.81;0.04;0;0
2;1394;0.32;0.0;0.0;0.0;0.0;1.0;0.05;0;0
1;1395;0.79;0.23;0.11;0.43;0.13;0.09;0.02;0;0
2;1395;0.71;0.09;0.08;0.56;0.14;0.13;0.13;0;0
3;1395;1.03;0.97;0.01;0.01;0.01;0.0;1;1;0
1;1396;0.43;0.12;0.27;0.55;0.05;0.01;0.02;0;0
2;1396;0.51;0.08;0.14;0.32;0.44;0.02;0.15;0;0
1;1397;0.48;0.14;0.14;0.05;0.18;0.48;0.03;0;0
1;1398;0.28;0.3;0.1;0.25;0.28;0.07;0.05;0;0
1;1399;0.72;0.18;0.07;0.42;0.08;0.24;0.09;0;0
2;1399;0.61;0.25;0.12;0.42;0.14;0.07;0.02;0;0
1;1400;0.74;0.18;0.09;0.26;0.34;0.13;0.01;0;0
2;1400;0.67;0.03;0.01;0.06;0.87;0.02;0.09;0;0
3;1400;0.78;0.0;0.02;0.02;0.0;0.95;1;1;0
1;1401;0.8;0.41;0.13;0.05;0.22;0.2;0.04;0;0
2;1401;0.84;0.11;0.16;0.12;0.48;0.13;0.07;0;0
3;1401;0.97;0.05;0.03;0.03;0.2;0.7;1;1;0
1;1402;0.26;0.03;0.04;0.05;0.05;0.83;0.05;0;0
2;1402;0.35;0.12;0.27;0.19;0.12;0.3;0.03;0;0
3;1402;0.72;0.02;0.05;0.03;0.12;0.79;1;1;0
1;1403;0.03;0.04;0.33;0.3;0.1;0.23;0.03;0;0
2;1403;0.01;0.08;0.05;0.53;0.19;0.15;0.1;0;0
3;1403;0.08;0.08;0.2;0.26;0.23;0.24;0.1;0;0
4;1403;0.25;0.07;0.05;0.79;0.06;0.03;0.03;0;0
5;1403;0.39;0.14;0.18;0.26;0.07;0.35;0.03;0;0
6;1403;0.43;0.08;0.08;0.32;0.14;0.38;0.07;0;0
7;1403;0.55;0.05;0.09;0.67;0.04;0.14;0.07;0;0
8;1403;0.71;0.54;0.04;0.41;0.01;0.0;1;1;0
1;1404;0.67;0.27;0.13;0.3;0.21;0.09;0.06;0;0
2;1404;0.73;0.09;0.08;0.46;0.32;0.04;0.04;0;0
3;1404;0.81;0.24;0.23;0.46;0.05;0.02;1;1;0
1;1405;0.42;0.52;0.16;0.12;0.13;0.06;0.01;0;0
2;1405;0.41;0.1;0.1;0.27;0.36;0.17;0.02;0;0
3;1405;0.45;0.11;0.19;0.66;0.04;0.01;0.09;0;0
4;1405;0.57;0.14;0.23;0.33;0.06;0.25;0.11;0;0
5;1405;0.61;0.08;0.11;0.4;0.13;0.28;0.13;0;0
6;1405;0.75;0.04;0.1;0.74;0.03;0.09;0.19;0;0
7;1405;0.89;0.56;0.05;0.38;0.01;0.0;0.25;0;0
8;1405;0.85;0.95;0.0;0.01;0.03;0.0;1;1;0
1;1406;0.94;0.03;0.03;0.08;0.08;0.79;1;1;0
1;1407;1.01;0.09;0.07;0.23;0.52;0.09;0.08;0;0
2;1407;1.01;0.18;0.15;0.14;0.3;0.23;0.1;0;0
3;1407;0.92;0.08;0.06;0.37;0.44;0.06;0.06;0;0
4;1407;0.99;0.02;0.02;0.06;0.07;0.83;1;1;0
1;1408;0.63;0.16;0.12;0.27;0.25;0.2;0.05;0;0
2;1408;0.71;0.45;0.21;0.11;0.06;0.17;0.07;0;0
3;1408;0.68;0.47;0.06;0.09;0.05;0.34;0.08;0;0
4;1408;0.62;0.37;0.45;0.03;0.03;0.11;1;1;0
1;1409;0.77;0.04;0.12;0.11;0.07;0.66;0.02;0;0
2;1409;0.95;0.0;0.01;0.0;0.01;0.98;1;1;0
1;1410;0.34;0.05;0.08;0.78;0.03;0.06;0.06;0;0
2;1410;0.36;0.1;0.17;0.63;0.06;0.04;0.11;0;0
3;1410;0.42;0.2;0.18;0.36;0.12;0.15;0.25;0;0
4;1410;0.7;0.62;0.11;0.19;0.03;0.06;1;1;0
1;1411;0.38;0.44;0.1;0.31;0.12;0.03;0.05;0;0
2;1411;0.47;0.39;0.15;0.35;0.06;0.05;0.04;0;0
3;1411;0.44;0.17;0.02;0.7;0.11;0.0;0.07;0;0
4;1411;0.44;0.25;0.07;0.54;0.11;0.02;0.05;0;0
5;1411;0.39;0.07;0.04;0.63;0.2;0.06;0.06;0;0
6;1411;0.32;0.09;0.03;0.78;0.07;0.03;0.02;0;0
7;1411;0.29;0.17;0.06;0.22;0.52;0.03;0.04;0;0
8;1411;0.31;0.33;0.06;0.14;0.45;0.02;0.04;0;0
1;1412;0.49;0.6;0.2;0.05;0.09;0.06;0.03;0;0
2;1412;0.52;0.31;0.13;0.24;0.13;0.19;0.04;0;0
3;1412;0.5;0.03;0.05;0.61;0.12;0.19;0.1;0;0
4;1412;0.55;0.06;0.03;0.06;0.02;0.83;0.06;0;0
1;1413;0.45;0.17;0.21;0.42;0.14;0.06;0.04;0;0
2;1413;0.36;0.46;0.17;0.07;0.27;0.03;0.01;0;0
3;1413;0.38;0.49;0.14;0.09;0.21;0.07;0.01;0;0
1;1414;0.42;0.26;0.27;0.11;0.09;0.27;0.07;0;0
2;1414;0.38;0.25;0.61;0.1;0.03;0.01;0.05;0;0
1;1415;0.08;0.02;0.03;0.1;0.08;0.76;0.06;0;0
2;1415;0.11;0.05;0.14;0.12;0.37;0.32;0.08;0;0
3;1415;0.22;0.03;0.1;0.24;0.4;0.23;0.01;0;0
4;1415;0.26;0.03;0.11;0.34;0.14;0.37;0.08;0;0
5;1415;0.24;0.02;0.04;0.18;0.2;0.55;1;1;0
1;1416;0.29;0.29;0.04;0.02;0.05;0.6;0.04;0;0
2;1416;0.36;0.04;0.05;0.5;0.23;0.18;0.05;0;0
1;1417;0.03;0.04;0.19;0.11;0.06;0.6;0.05;0;0
2;1417;0.18;0.03;0.03;0.41;0.52;0.01;0.07;0;0
3;1417;0.29;0.03;0.11;0.32;0.13;0.41;0.1;0;0
4;1417;0.28;0.02;0.04;0.17;0.18;0.59;0.25;0;0
5;1417;0.05;0.0;0.01;0.0;0.01;0.98;0.18;0;0
6;1417;0.03;0.05;0.16;0.13;0.2;0.45;0.1;0;0
7;1417;0.2;0.08;0.07;0.65;0.1;0.1;0.1;0;0
8;1417;0.33;0.08;0.13;0.11;0.05;0.62;0.07;0;0
9;1417;0.37;0.06;0.08;0.16;0.14;0.57;0.07;0;0
10;1417;0.47;0.06;0.13;0.52;0.04;0.26;0.19;0;0
1;1418;0.23;0.07;0.08;0.04;0.03;0.79;0.05;0;0
2;1418;0.23;0.37;0.22;0.23;0.1;0.07;0.05;0;0
3;1418;0.19;0.08;0.07;0.02;0.07;0.76;0.05;0;0
4;1418;0.31;0.14;0.07;0.15;0.17;0.46;0.03;0;0
1;1419;-0.35;0.01;0.03;0.0;0.0;0.96;0.04;0;0
2;1419;-0.06;0.0;0.0;0.0;0.0;1.0;0.04;0;0
3;1419;0.03;0.0;0.0;0.0;0.0;1.0;0.06;0;0
4;1419;0.09;0.01;0.01;0.01;0.04;0.93;0.06;0;0
5;1419;0.21;0.11;0.18;0.07;0.24;0.4;0.03;0;0
6;1419;0.31;0.18;0.12;0.5;0.1;0.09;0.1;0;0
7;1419;0.42;0.1;0.1;0.68;0.09;0.03;0.08;0;0
8;1419;0.43;0.28;0.05;0.49;0.11;0.06;0.03;0;0
1;1420;0.05;0.11;0.18;0.31;0.21;0.19;0.02;0;0
2;1420;0.1;0.07;0.11;0.18;0.09;0.55;0.08;0;0
3;1420;0.43;0.01;0.05;0.01;0.0;0.93;0.04;0;0
4;1420;0.29;0.11;0.09;0.17;0.51;0.13;0.11;0;0
5;1420;0.46;0.34;0.14;0.21;0.18;0.14;0.03;0;0
6;1420;0.49;0.31;0.33;0.13;0.11;0.12;0.09;0;0
1;1421;0.57;0.51;0.07;0.13;0.26;0.03;0.02;0;0
2;1421;0.6;0.6;0.11;0.14;0.11;0.03;0.03;0;0
3;1421;0.75;0.67;0.04;0.19;0.07;0.03;0.03;0;0
4;1421;0.81;0.98;0.0;0.01;0.01;0.0;1;1;0
1;1422;0.55;0.29;0.07;0.51;0.1;0.03;0.15;0;0
2;1422;0.6;0.51;0.15;0.14;0.07;0.14;0.05;0;0
3;1422;0.45;0.67;0.02;0.15;0.06;0.11;0.02;0;0
1;1423;0.77;0.25;0.12;0.35;0.24;0.04;0.07;0;0
2;1423;0.72;0.18;0.04;0.57;0.21;0.01;0.02;0;0
3;1423;0.75;0.19;0.25;0.38;0.09;0.09;0.19;0;0
4;1423;0.84;0.95;0.0;0.0;0.05;0.0;1;1;0
1;1424;0.92;0.07;0.19;0.37;0.1;0.26;0.02;0;0
2;1424;0.82;0.17;0.17;0.12;0.51;0.03;1;1;0
1;1425;0.44;0.13;0.18;0.31;0.34;0.04;0.06;0;0
2;1425;0.41;0.16;0.25;0.31;0.18;0.1;0.03;0;0
3;1425;0.51;0.11;0.15;0.32;0.24;0.18;1;1;0
