N_Epochs;N_games;memory_size;batch_size;gamma;lr;anneal_lr;epsilon;entropy_coef;value_loss_coef;relevant_segments;done_after_collision;model_arch
4;20000;40;8;0.7;0.00075;True;-1;0.01;0.5;0;True;normal

step;episode;value;action[-10°];action[-5°];action[0°];action[5°];action[10°];reward;collision_status;length_ratio
2;2075;0.08;0.13;0.07;0.05;0.42;0.32;0.01;0;0
3;2075;0.09;0.47;0.08;0.2;0.1;0.15;0.02;0;0
4;2075;0.12;0.87;0.01;0.03;0.03;0.05;0.04;0;0
5;2075;0.11;0.06;0.2;0.45;0.16;0.12;0.05;0;0
6;2075;0.16;0.15;0.1;0.16;0.36;0.24;0.06;0;0
1;2076;0.96;0.02;0.54;0.41;0.02;0.02;0.04;0;0
2;2076;1.1;0.01;0.86;0.09;0.04;0.0;0.06;0;0
3;2076;1.24;0.01;0.04;0.92;0.01;0.01;0.5;0;0
4;2076;1.01;0.15;0.2;0.24;0.23;0.19;0.5;0;0
5;2076;0.97;0.36;0.11;0.32;0.12;0.09;0.5;0;0
6;2076;0.9;0.1;0.18;0.21;0.3;0.21;0.5;0;0
7;2076;0.48;0.08;0.15;0.26;0.24;0.28;0.1;0;0
1;2077;0.86;0.02;0.47;0.11;0.14;0.27;0.04;0;0
2;2077;1.23;0.0;0.87;0.04;0.06;0.03;0.06;0;0
3;2077;1.24;0.02;0.5;0.1;0.07;0.31;1;1;0
1;2078;0.13;0.07;0.8;0.06;0.05;0.02;0.06;0;0
2;2078;0.26;0.02;0.73;0.1;0.12;0.03;0.05;0;0
3;2078;0.32;0.01;0.73;0.09;0.14;0.03;0.04;0;0
4;2078;0.39;0.02;0.2;0.03;0.52;0.23;0.04;0;0
5;2078;0.47;0.01;0.91;0.04;0.03;0.01;0.04;0;0
6;2078;0.83;0.01;0.85;0.1;0.04;0.01;0.08;0;0
7;2078;0.97;0.01;0.04;0.92;0.01;0.02;1;1;0
1;2079;0.49;0.08;0.29;0.07;0.38;0.17;0.03;0;0
2;2079;0.55;0.04;0.27;0.1;0.37;0.22;0.02;0;0
3;2079;0.15;0.04;0.21;0.28;0.29;0.17;0.01;0;0
4;2079;0.14;0.15;0.16;0.19;0.19;0.31;0.01;0;0
1;2080;-0.08;0.25;0.13;0.41;0.08;0.12;0.01;0;0
2;2080;-0.0;0.34;0.17;0.15;0.22;0.11;0.01;0;0
3;2080;0.04;0.04;0.06;0.76;0.11;0.03;0.01;0;0
4;2080;0.03;0.55;0.04;0.16;0.09;0.16;0.02;0;0
5;2080;0.11;0.83;0.05;0.05;0.05;0.03;0.03;0;0
1;2081;-0.02;0.16;0.08;0.2;0.29;0.27;0.01;0;0
2;2081;-0.1;0.11;0.1;0.17;0.38;0.24;0.01;0;0
3;2081;-0.06;0.34;0.06;0.11;0.21;0.28;0.01;0;0
4;2081;-0.04;0.06;0.12;0.47;0.28;0.07;0.01;0;0
1;2082;-0.03;0.25;0.06;0.17;0.24;0.28;0.04;0;0
2;2082;-0.05;0.38;0.06;0.08;0.2;0.29;0.04;0;0
3;2082;-0.03;0.25;0.12;0.21;0.14;0.28;0.02;0;0
4;2082;-0.06;0.28;0.03;0.22;0.04;0.43;0.02;0;0
5;2082;-0.02;0.21;0.12;0.17;0.31;0.18;0.01;0;0
6;2082;-0.03;0.05;0.13;0.5;0.25;0.07;0.01;0;0
1;2083;0.04;0.1;0.16;0.22;0.15;0.36;0.01;0;0
2;2083;0.01;0.1;0.16;0.28;0.15;0.3;0.01;0;0
1;2084;0.02;0.5;0.04;0.16;0.19;0.11;0.05;0;0
2;2084;0.06;0.58;0.06;0.08;0.16;0.11;0.04;0;0
3;2084;0.09;0.39;0.1;0.09;0.2;0.22;0.03;0;0
1;2085;0.63;0.06;0.91;0.01;0.02;0.01;0.01;0;0
2;2085;0.61;0.03;0.88;0.02;0.05;0.03;0.01;0;0
3;2085;0.63;0.03;0.9;0.01;0.06;0.01;0.01;0;0
4;2085;0.68;0.0;0.99;0.0;0.0;0.0;0.01;0;0
5;2085;0.71;0.02;0.94;0.01;0.03;0.0;0.02;0;0
6;2085;0.82;0.27;0.57;0.02;0.11;0.03;0.02;0;0
7;2085;0.84;0.21;0.61;0.03;0.11;0.04;0.02;0;0
8;2085;0.96;0.01;0.98;0.0;0.01;0.0;1;1;0
1;2086;0.12;0.15;0.23;0.26;0.16;0.2;0.03;0;0
2;2086;0.12;0.18;0.16;0.34;0.2;0.11;0.04;0;0
3;2086;0.07;0.05;0.09;0.21;0.46;0.2;0.03;0;0
4;2086;0.14;0.12;0.11;0.24;0.25;0.28;0.03;0;0
1;2087;0.22;0.39;0.06;0.08;0.18;0.29;1;1;0
1;2088;0.72;0.14;0.69;0.05;0.08;0.03;0.01;0;0
2;2088;0.74;0.22;0.42;0.02;0.18;0.16;0.01;0;0
3;2088;0.72;0.27;0.63;0.02;0.05;0.02;0.02;0;0
4;2088;0.86;0.28;0.54;0.02;0.12;0.03;0.02;0;0
5;2088;0.88;0.22;0.58;0.03;0.13;0.05;0.02;0;0
6;2088;1.0;0.01;0.98;0.0;0.01;0.0;1;1;0
1;2089;0.95;0.03;0.54;0.3;0.09;0.03;0.5;0;0
2;2089;0.61;0.01;0.65;0.19;0.13;0.02;0.04;0;0
3;2089;0.65;0.0;0.62;0.26;0.1;0.02;0.04;0;0
4;2089;0.73;0.01;0.62;0.31;0.05;0.01;0.06;0;0
5;2089;0.79;0.02;0.55;0.33;0.05;0.04;1;1;0
1;2090;0.04;0.17;0.13;0.33;0.17;0.2;0.04;0;0
2;2090;0.08;0.24;0.11;0.26;0.18;0.21;0.03;0;0
3;2090;0.04;0.36;0.08;0.3;0.09;0.17;0.02;0;0
4;2090;0.05;0.35;0.11;0.26;0.13;0.15;0.01;0;0
5;2090;0.05;0.17;0.06;0.21;0.21;0.35;0.01;0;0
1;2091;0.75;0.0;0.99;0.0;0.0;0.0;0.03;0;0
2;2091;0.81;0.04;0.94;0.01;0.01;0.0;0.03;0;0
3;2091;0.94;0.01;0.98;0.0;0.01;0.0;1;1;0
1;2092;-0.01;0.05;0.05;0.13;0.17;0.6;0.03;0;0
2;2092;-0.05;0.03;0.04;0.17;0.05;0.7;0.02;0;0
3;2092;-0.04;0.04;0.05;0.14;0.37;0.39;0.01;0;0
4;2092;-0.02;0.08;0.15;0.38;0.19;0.2;0.01;0;0
5;2092;-0.06;0.13;0.09;0.36;0.16;0.27;0.01;0;0
6;2092;-0.04;0.22;0.07;0.28;0.18;0.25;0.01;0;0
1;2093;0.04;0.13;0.17;0.27;0.19;0.25;0.02;0;0
2;2093;0.03;0.24;0.14;0.18;0.18;0.26;0.01;0;0
1;2094;-0.04;0.07;0.21;0.34;0.25;0.13;0.01;0;0
1;2095;0.89;0.09;0.86;0.01;0.04;0.01;0.01;0;0
2;2095;0.88;0.05;0.93;0.0;0.01;0.0;0.02;0;0
3;2095;1.05;0.03;0.93;0.01;0.02;0.0;0.02;0;0
4;2095;1.25;0.02;0.97;0.0;0.01;0.0;1;1;0
1;2096;0.74;0.05;0.88;0.01;0.04;0.03;0.06;0;0
2;2096;0.8;0.2;0.37;0.07;0.27;0.09;1;1;0
1;2097;0.26;0.1;0.21;0.37;0.25;0.07;0.05;0;0
2;2097;0.3;0.05;0.26;0.15;0.42;0.12;0.05;0;0
3;2097;0.08;0.09;0.1;0.24;0.27;0.31;0.04;0;0
1;2098;0.57;0.07;0.0;0.03;0.02;0.88;0.06;0;0
2;2098;0.57;0.08;0.01;0.06;0.04;0.81;1;1;0
1;2099;0.43;0.13;0.17;0.47;0.19;0.04;0.02;0;0
2;2099;0.43;0.13;0.26;0.39;0.18;0.03;0.03;0;0
3;2099;0.52;0.08;0.21;0.44;0.23;0.04;0.06;0;0
4;2099;0.5;0.14;0.21;0.39;0.21;0.06;1;1;0
1;2100;-0.0;0.16;0.08;0.36;0.17;0.24;0.02;0;0
2;2100;-0.01;0.09;0.13;0.48;0.13;0.16;0.02;0;0
3;2100;0.0;0.21;0.06;0.51;0.12;0.1;0.03;0;0
1;2101;0.02;0.09;0.13;0.37;0.26;0.15;0.02;0;0
2;2101;-0.0;0.12;0.1;0.26;0.39;0.14;0.02;0;0
3;2101;0.02;0.17;0.11;0.28;0.27;0.16;0.01;0;0
4;2101;-0.0;0.17;0.09;0.13;0.37;0.24;0.01;0;0
5;2101;0.06;0.15;0.11;0.24;0.25;0.25;0.01;0;0
6;2101;0.01;0.07;0.12;0.23;0.34;0.24;0.01;0;0
1;2102;0.34;0.16;0.22;0.3;0.22;0.1;0.03;0;0
2;2102;0.35;0.13;0.18;0.19;0.34;0.16;0.03;0;0
3;2102;0.43;0.04;0.17;0.32;0.34;0.13;0.03;0;0
4;2102;0.41;0.07;0.14;0.12;0.49;0.18;0.04;0;0
5;2102;0.57;0.15;0.35;0.1;0.25;0.15;0.05;0;0
6;2102;0.7;0.25;0.07;0.29;0.14;0.24;0.07;0;0
7;2102;0.7;0.16;0.15;0.45;0.12;0.12;0.5;0;0
8;2102;0.66;0.18;0.15;0.27;0.22;0.19;1;1;0
1;2103;0.72;0.24;0.11;0.18;0.39;0.08;0.05;0;0
2;2103;0.79;0.38;0.08;0.11;0.32;0.1;1;1;0
1;2104;0.17;0.19;0.04;0.29;0.24;0.24;0.07;0;0
2;2104;-0.01;0.28;0.05;0.24;0.22;0.21;0.04;0;0
3;2104;0.09;0.27;0.06;0.25;0.21;0.22;0.02;0;0
4;2104;0.07;0.12;0.09;0.28;0.24;0.26;0.01;0;0
5;2104;0.03;0.12;0.08;0.32;0.23;0.25;0.01;0;0
6;2104;0.06;0.1;0.11;0.37;0.15;0.27;0.01;0;0
1;2105;-0.0;0.31;0.11;0.23;0.14;0.21;0.02;0;0
2;2105;-0.04;0.18;0.12;0.33;0.18;0.18;0.01;0;0
1;2106;0.12;0.45;0.01;0.11;0.04;0.39;0.03;0;0
2;2106;0.03;0.33;0.05;0.24;0.09;0.3;0.02;0;0
3;2106;0.07;0.24;0.08;0.37;0.13;0.19;0.02;0;0
4;2106;0.19;0.17;0.17;0.37;0.16;0.13;0.02;0;0
5;2106;0.07;0.26;0.21;0.39;0.1;0.04;0.02;0;0
6;2106;0.07;0.28;0.14;0.3;0.18;0.1;1;1;0
1;2107;0.49;0.18;0.14;0.2;0.35;0.14;0.07;0;0
1;2108;-0.01;0.28;0.13;0.13;0.25;0.22;0.02;0;0
1;2109;-0.01;0.35;0.15;0.19;0.16;0.15;0.07;0;0
1;2110;0.27;0.2;0.11;0.14;0.39;0.16;0.1;0;0
2;2110;-0.03;0.39;0.06;0.18;0.17;0.19;0.04;0;0
3;2110;0.01;0.45;0.07;0.14;0.16;0.18;0.03;0;0
4;2110;0.09;0.44;0.07;0.17;0.2;0.13;0.03;0;0
5;2110;0.01;0.25;0.19;0.24;0.2;0.13;0.03;0;0
1;2111;0.34;0.26;0.18;0.15;0.24;0.16;0.04;0;0
2;2111;0.4;0.04;0.17;0.3;0.36;0.13;0.03;0;0
3;2111;0.38;0.07;0.13;0.11;0.51;0.18;0.04;0;0
4;2111;0.53;0.15;0.35;0.09;0.26;0.15;0.05;0;0
5;2111;0.73;0.24;0.07;0.26;0.15;0.28;1;1;0
1;2112;0.05;0.08;0.15;0.25;0.23;0.29;0.01;0;0
2;2112;0.05;0.06;0.14;0.17;0.2;0.43;0.01;0;0
3;2112;-0.01;0.1;0.2;0.21;0.24;0.25;0.01;0;0
4;2112;0.05;0.14;0.16;0.21;0.14;0.35;0.02;0;0
5;2112;0.22;0.08;0.13;0.17;0.3;0.31;0.03;0;0
1;2113;0.44;0.37;0.25;0.19;0.12;0.07;0.08;0;0
2;2113;0.16;0.23;0.51;0.09;0.13;0.05;0.03;0;0
3;2113;0.16;0.41;0.17;0.28;0.07;0.06;0.02;0;0
1;2114;0.29;0.35;0.08;0.34;0.14;0.1;0.03;0;0
2;2114;0.3;0.28;0.09;0.36;0.16;0.11;0.02;0;0
3;2114;0.42;0.2;0.18;0.35;0.18;0.08;0.03;0;0
4;2114;0.31;0.29;0.23;0.35;0.11;0.02;0.02;0;0
5;2114;0.29;0.36;0.14;0.25;0.19;0.06;0.04;0;0
6;2114;0.28;0.21;0.16;0.21;0.33;0.09;0.06;0;0
7;2114;0.38;0.26;0.15;0.21;0.26;0.11;1;1;0
1;2115;-0.02;0.23;0.07;0.25;0.22;0.23;0.02;0;0
2;2115;0.0;0.18;0.07;0.17;0.23;0.35;0.02;0;0
1;2116;0.07;0.24;0.08;0.23;0.23;0.21;0.03;0;0
2;2116;0.03;0.19;0.09;0.26;0.25;0.22;0.03;0;0
3;2116;0.11;0.36;0.07;0.19;0.2;0.18;0.03;0;0
1;2117;0.01;0.09;0.19;0.18;0.37;0.17;0.02;0;0
2;2117;0.0;0.06;0.1;0.18;0.46;0.19;0.02;0;0
3;2117;-0.03;0.08;0.15;0.16;0.44;0.17;0.01;0;0
4;2117;-0.01;0.2;0.1;0.12;0.23;0.36;0.01;0;0
5;2117;0.01;0.25;0.26;0.12;0.27;0.1;0.01;0;0
6;2117;-0.09;0.09;0.26;0.19;0.32;0.15;0.01;0;0
1;2118;-0.0;0.19;0.12;0.27;0.18;0.23;0.01;0;0
2;2118;-0.02;0.15;0.12;0.22;0.19;0.32;0.01;0;0
1;2119;0.06;0.13;0.22;0.37;0.15;0.13;0.03;0;0
2;2119;0.03;0.14;0.32;0.32;0.13;0.09;0.02;0;0
3;2119;-0.04;0.21;0.09;0.34;0.16;0.2;0.01;0;0
1;2120;0.07;0.21;0.09;0.16;0.2;0.33;0.02;0;0
2;2120;0.07;0.18;0.11;0.22;0.21;0.28;0.01;0;0
1;2121;0.07;0.63;0.03;0.12;0.06;0.16;0.04;0;0
2;2121;0.08;0.11;0.12;0.24;0.15;0.38;0.03;0;0
3;2121;0.06;0.14;0.08;0.2;0.24;0.34;0.03;0;0
4;2121;0.04;0.18;0.06;0.18;0.13;0.44;0.03;0;0
5;2121;0.09;0.17;0.03;0.1;0.1;0.6;0.02;0;0
6;2121;0.12;0.2;0.09;0.32;0.11;0.28;0.06;0;0
1;2122;0.14;0.29;0.17;0.29;0.13;0.12;0.02;0;0
2;2122;0.13;0.32;0.2;0.25;0.14;0.09;0.05;0;0
3;2122;0.12;0.28;0.19;0.23;0.21;0.1;0.07;0;0
4;2122;0.2;0.68;0.04;0.15;0.07;0.07;0.04;0;0
5;2122;0.06;0.24;0.21;0.44;0.05;0.05;0.03;0;0
6;2122;0.06;0.15;0.13;0.36;0.2;0.15;0.01;0;0
1;2123;0.07;0.6;0.04;0.08;0.07;0.22;0.03;0;0
2;2123;0.07;0.69;0.02;0.06;0.04;0.19;0.03;0;0
3;2123;-0.02;0.5;0.06;0.28;0.05;0.1;0.02;0;0
4;2123;0.0;0.47;0.11;0.18;0.14;0.1;0.02;0;0
5;2123;0.04;0.39;0.24;0.17;0.13;0.06;0.02;0;0
6;2123;0.11;0.38;0.37;0.18;0.05;0.02;0.02;0;0
7;2123;0.25;0.8;0.05;0.07;0.05;0.03;0.03;0;0
8;2123;0.16;0.2;0.22;0.21;0.25;0.12;0.04;0;0
1;2124;0.01;0.09;0.06;0.29;0.1;0.45;0.01;0;0
2;2124;0.07;0.12;0.09;0.19;0.11;0.48;0.01;0;0
3;2124;-0.01;0.07;0.14;0.45;0.09;0.25;0.01;0;0
4;2124;0.11;0.18;0.06;0.26;0.06;0.45;0.01;0;0
5;2124;0.14;0.29;0.05;0.24;0.07;0.36;0.01;0;0
6;2124;0.08;0.16;0.05;0.06;0.13;0.59;0.01;0;0
7;2124;0.06;0.23;0.04;0.21;0.06;0.46;0.01;0;0
8;2124;0.09;0.11;0.02;0.21;0.06;0.59;0.01;0;0
1;2125;0.07;0.25;0.04;0.24;0.17;0.3;0.03;0;0
2;2125;0.04;0.27;0.06;0.27;0.19;0.2;0.02;0;0
3;2125;0.03;0.31;0.06;0.31;0.11;0.2;0.02;0;0
4;2125;0.05;0.22;0.06;0.37;0.14;0.2;0.01;0;0
5;2125;0.09;0.24;0.11;0.31;0.14;0.2;0.01;0;0
1;2126;0.07;0.32;0.11;0.26;0.15;0.16;0.05;0;0
2;2126;0.08;0.16;0.1;0.13;0.54;0.07;0.03;0;0
3;2126;0.19;0.21;0.16;0.04;0.49;0.1;0.03;0;0
4;2126;0.34;0.21;0.33;0.09;0.2;0.16;0.05;0;0
5;2126;0.61;0.17;0.12;0.17;0.35;0.19;0.06;0;0
1;2127;0.18;0.19;0.02;0.07;0.11;0.61;0.06;0;0
2;2127;0.09;0.18;0.02;0.08;0.06;0.66;0.02;0;0
3;2127;0.04;0.15;0.1;0.46;0.07;0.21;0.02;0;0
4;2127;0.06;0.12;0.12;0.41;0.12;0.23;0.01;0;0
5;2127;-0.02;0.05;0.22;0.45;0.17;0.11;0.01;0;0
1;2128;0.14;0.48;0.09;0.28;0.07;0.08;0.02;0;0
2;2128;0.12;0.51;0.1;0.25;0.08;0.06;0.06;0;0
3;2128;0.12;0.48;0.1;0.23;0.11;0.07;0.06;0;0
4;2128;0.18;0.78;0.02;0.13;0.03;0.04;0.03;0;0
5;2128;0.07;0.31;0.22;0.41;0.03;0.03;0.02;0;0
6;2128;0.08;0.23;0.15;0.45;0.07;0.11;0.02;0;0
7;2128;0.05;0.24;0.11;0.22;0.16;0.29;0.02;0;0
1;2129;0.64;0.07;0.29;0.27;0.3;0.08;0.08;0;0
2;2129;0.73;0.16;0.22;0.21;0.26;0.15;1;1;0
1;2130;0.7;0.07;0.13;0.27;0.26;0.26;1;1;0
1;2131;0.29;0.29;0.1;0.2;0.17;0.24;0.02;0;0
2;2131;0.42;0.29;0.1;0.19;0.18;0.25;0.06;0;0
3;2131;0.85;0.37;0.09;0.22;0.13;0.2;1;1;0
1;2132;0.24;0.36;0.14;0.05;0.36;0.09;0.07;0;0
2;2132;0.23;0.17;0.25;0.13;0.34;0.11;0.07;0;0
3;2132;0.7;0.11;0.44;0.11;0.22;0.12;1;1;0
1;2133;0.23;0.1;0.02;0.07;0.14;0.67;0.06;0;0
2;2133;0.12;0.06;0.03;0.15;0.08;0.67;0.02;0;0
3;2133;0.06;0.13;0.09;0.18;0.14;0.46;0.01;0;0
4;2133;0.05;0.11;0.09;0.23;0.14;0.43;0.01;0;0
5;2133;0.04;0.12;0.11;0.22;0.16;0.39;0.01;0;0
1;2134;0.16;0.27;0.05;0.27;0.13;0.27;0.04;0;0
2;2134;0.08;0.06;0.06;0.29;0.21;0.39;0.03;0;0
1;2135;0.03;0.05;0.11;0.26;0.12;0.45;0.01;0;0
2;2135;0.03;0.13;0.12;0.28;0.24;0.22;0.01;0;0
3;2135;0.07;0.18;0.08;0.32;0.17;0.24;0.01;0;0
4;2135;0.02;0.1;0.03;0.34;0.18;0.35;0.01;0;0
1;2136;0.09;0.25;0.09;0.3;0.18;0.17;0.02;0;0
2;2136;0.04;0.24;0.08;0.38;0.1;0.2;0.01;0;0
3;2136;-0.02;0.12;0.08;0.5;0.14;0.16;0.01;0;0
1;2137;0.04;0.25;0.07;0.32;0.19;0.18;0.06;0;0
2;2137;-0.03;0.25;0.07;0.33;0.18;0.16;0.04;0;0
3;2137;-0.05;0.35;0.07;0.26;0.16;0.16;0.03;0;0
4;2137;-0.07;0.21;0.07;0.37;0.14;0.2;0.02;0;0
5;2137;-0.07;0.46;0.07;0.23;0.09;0.15;0.03;0;0
6;2137;0.04;0.32;0.09;0.27;0.15;0.16;0.05;0;0
1;2138;0.06;0.53;0.05;0.26;0.08;0.09;0.07;0;0
2;2138;0.06;0.46;0.07;0.31;0.07;0.09;0.04;0;0
3;2138;0.18;0.23;0.35;0.12;0.16;0.14;0.06;0;0
1;2139;0.14;0.18;0.4;0.13;0.15;0.14;0.05;0;0
2;2139;-0.01;0.22;0.15;0.36;0.11;0.17;0.04;0;0
3;2139;0.05;0.21;0.06;0.36;0.06;0.3;0.02;0;0
4;2139;0.04;0.17;0.08;0.3;0.13;0.32;0.01;0;0
5;2139;0.09;0.08;0.07;0.5;0.09;0.26;0.01;0;0
1;2140;1.16;0.25;0.19;0.13;0.18;0.24;0.06;0;0
2;2140;1.87;0.32;0.22;0.15;0.12;0.19;1;1;0
1;2141;0.57;0.29;0.08;0.1;0.22;0.32;0.08;0;0
2;2141;0.58;0.28;0.14;0.19;0.17;0.22;1;1;0
1;2142;0.0;0.19;0.04;0.11;0.12;0.53;0.05;0;0
2;2142;0.03;0.17;0.03;0.28;0.08;0.44;0.03;0;0
3;2142;0.1;0.21;0.02;0.11;0.11;0.56;0.02;0;0
4;2142;0.14;0.22;0.07;0.35;0.11;0.24;0.02;0;0
5;2142;0.07;0.31;0.1;0.3;0.16;0.13;0.02;0;0
6;2142;0.03;0.25;0.09;0.45;0.09;0.11;0.02;0;0
1;2143;-0.04;0.1;0.12;0.46;0.09;0.22;0.02;0;0
2;2143;-0.05;0.16;0.08;0.48;0.1;0.17;0.02;0;0
3;2143;-0.03;0.12;0.08;0.41;0.11;0.29;0.01;0;0
4;2143;0.05;0.13;0.11;0.49;0.11;0.17;0.01;0;0
1;2144;0.07;0.25;0.02;0.33;0.05;0.34;0.03;0;0
2;2144;0.1;0.21;0.02;0.1;0.08;0.59;0.03;0;0
3;2144;0.01;0.14;0.07;0.44;0.09;0.26;0.02;0;0
4;2144;0.07;0.11;0.13;0.35;0.23;0.18;0.01;0;0
1;2145;0.22;0.3;0.03;0.2;0.07;0.4;0.04;0;0
2;2145;0.19;0.11;0.02;0.12;0.06;0.7;0.07;0;0
3;2145;0.23;0.19;0.02;0.11;0.09;0.59;0.04;0;0
4;2145;0.13;0.21;0.02;0.12;0.05;0.59;0.02;0;0
5;2145;0.08;0.29;0.06;0.34;0.05;0.26;0.01;0;0
6;2145;0.09;0.19;0.22;0.26;0.12;0.21;0.01;0;0
1;2146;0.0;0.11;0.14;0.51;0.08;0.16;0.01;0;0
2;2146;0.01;0.12;0.11;0.45;0.09;0.23;0.01;0;0
3;2146;0.06;0.11;0.06;0.27;0.14;0.42;0.01;0;0
1;2147;-0.04;0.14;0.23;0.28;0.16;0.19;0.02;0;0
2;2147;0.03;0.12;0.13;0.38;0.2;0.18;0.01;0;0
3;2147;-0.02;0.14;0.14;0.39;0.11;0.21;0.01;0;0
1;2148;0.79;0.16;0.4;0.22;0.1;0.13;0.05;0;0
2;2148;2.04;0.19;0.36;0.22;0.1;0.13;0.06;0;0
3;2148;1.2;0.2;0.38;0.23;0.08;0.1;1;1;0
1;2149;0.12;0.62;0.04;0.15;0.05;0.14;0.02;0;0
2;2149;0.11;0.66;0.05;0.13;0.05;0.11;0.06;0;0
3;2149;0.1;0.63;0.05;0.13;0.08;0.12;0.06;0;0
4;2149;0.16;0.86;0.01;0.06;0.02;0.06;0.04;0;0
5;2149;0.05;0.5;0.12;0.28;0.02;0.06;0.04;0;0
6;2149;0.06;0.36;0.08;0.29;0.05;0.21;0.02;0;0
7;2149;0.04;0.28;0.05;0.13;0.11;0.43;0.02;0;0
8;2149;0.04;0.22;0.05;0.21;0.11;0.42;0.01;0;0
9;2149;0.1;0.18;0.02;0.1;0.09;0.61;0.01;0;0
10;2149;0.12;0.21;0.09;0.34;0.1;0.26;0.01;0;0
1;2150;0.03;0.22;0.12;0.45;0.1;0.11;0.03;0;0
1;2151;0.08;0.1;0.12;0.39;0.12;0.27;0.02;0;0
2;2151;0.06;0.21;0.22;0.21;0.13;0.22;0.02;0;0
1;2152;0.6;0.37;0.17;0.29;0.13;0.04;0.07;0;0
2;2152;0.48;0.39;0.09;0.22;0.24;0.06;0.06;0;0
3;2152;0.2;0.5;0.08;0.23;0.14;0.05;0.05;0;0
4;2152;0.26;0.8;0.02;0.11;0.04;0.03;0.02;0;0
5;2152;0.14;0.35;0.15;0.43;0.04;0.03;0.02;0;0
6;2152;0.14;0.25;0.08;0.43;0.12;0.12;0.02;0;0
7;2152;0.29;0.09;0.07;0.29;0.25;0.3;0.04;0;0
1;2153;0.12;0.1;0.06;0.4;0.21;0.23;0.06;0;0
2;2153;0.09;0.15;0.06;0.35;0.2;0.24;0.05;0;0
3;2153;0.06;0.09;0.06;0.45;0.14;0.27;0.02;0;0
4;2153;0.06;0.04;0.13;0.36;0.17;0.3;0.01;0;0
5;2153;0.08;0.11;0.06;0.2;0.12;0.52;0.01;0;0
6;2153;0.08;0.15;0.27;0.23;0.14;0.21;0.01;0;0
1;2154;0.09;0.21;0.06;0.29;0.07;0.36;0.02;0;0
2;2154;0.05;0.2;0.08;0.33;0.1;0.29;0.02;0;0
3;2154;0.08;0.14;0.09;0.34;0.19;0.24;0.02;0;0
4;2154;0.07;0.22;0.08;0.35;0.1;0.25;0.01;0;0
5;2154;0.03;0.16;0.07;0.12;0.16;0.5;0.01;0;0
6;2154;0.07;0.17;0.07;0.23;0.13;0.41;0.01;0;0
7;2154;0.09;0.08;0.13;0.54;0.09;0.17;0.01;0;0
1;2155;1.16;0.27;0.14;0.22;0.18;0.19;1;1;0
1;2156;0.17;0.09;0.13;0.36;0.08;0.34;0.02;0;0
2;2156;0.28;0.26;0.07;0.25;0.08;0.34;0.03;0;0
3;2156;0.28;0.16;0.05;0.14;0.12;0.54;0.04;0;0
4;2156;0.33;0.16;0.14;0.29;0.2;0.2;0.08;0;0
5;2156;0.33;0.21;0.38;0.1;0.17;0.14;0.06;0;0
1;2157;0.12;0.18;0.18;0.25;0.18;0.21;0.03;0;0
2;2157;0.12;0.31;0.14;0.11;0.3;0.14;0.03;0;0
3;2157;0.04;0.2;0.11;0.24;0.35;0.09;0.03;0;0
1;2158;0.06;0.14;0.11;0.37;0.13;0.26;0.01;0;0
2;2158;0.06;0.05;0.12;0.15;0.18;0.5;0.01;0;0
3;2158;0.06;0.1;0.16;0.28;0.19;0.27;0.01;0;0
4;2158;0.07;0.13;0.12;0.43;0.09;0.23;0.01;0;0
1;2159;0.11;0.22;0.08;0.32;0.18;0.21;0.03;0;0
2;2159;0.12;0.22;0.08;0.32;0.18;0.21;0.06;0;0
3;2159;0.08;0.16;0.08;0.34;0.16;0.26;0.05;0;0
4;2159;0.08;0.38;0.08;0.23;0.11;0.2;0.05;0;0
5;2159;0.18;0.25;0.1;0.26;0.18;0.2;0.04;0;0
6;2159;0.16;0.12;0.14;0.2;0.27;0.28;0.04;0;0
7;2159;0.54;0.34;0.06;0.19;0.24;0.18;0.04;0;0
8;2159;0.43;0.13;0.45;0.11;0.17;0.14;0.07;0;0
9;2159;0.77;0.11;0.15;0.2;0.34;0.2;1;1;0
1;2160;0.57;0.14;0.05;0.15;0.22;0.44;0.08;0;0
2;2160;0.44;0.15;0.06;0.06;0.3;0.42;1;1;0
1;2161;0.59;0.09;0.08;0.21;0.19;0.43;1;1;0
1;2162;0.09;0.11;0.21;0.32;0.19;0.18;0.01;0;0
1;2163;0.49;0.95;0.02;0.01;0.01;0.0;0.06;0;0
2;2163;0.49;0.14;0.63;0.17;0.03;0.03;0.04;0;0
3;2163;0.43;0.08;0.48;0.16;0.19;0.09;0.06;0;0
4;2163;0.56;0.24;0.44;0.16;0.06;0.1;0.06;0;0
5;2163;0.98;0.19;0.53;0.14;0.06;0.07;1;1;0
1;2164;1.24;0.16;0.11;0.46;0.04;0.23;0.04;0;0
2;2164;1.12;0.39;0.07;0.27;0.03;0.23;1;1;0
1;2165;1.03;0.09;0.1;0.16;0.24;0.41;1;1;0
1;2166;0.53;0.13;0.03;0.1;0.31;0.43;1;1;0
1;2167;0.31;0.23;0.11;0.15;0.24;0.28;0.01;0;0
2;2167;0.28;0.12;0.06;0.32;0.36;0.14;0.01;0;0
3;2167;0.34;0.41;0.12;0.14;0.21;0.12;0.02;0;0
4;2167;0.41;0.56;0.06;0.04;0.3;0.03;0.04;0;0
5;2167;0.43;0.11;0.31;0.15;0.35;0.08;1;1;0
